Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
641464071,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
641464088,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
641464091,00000580,false,Rx,0,5,00,79,40,BE,70,00,00,00,
641468222,00000176,false,Rx,0,7,00,00,02,4D,00,00,08,00,
641468239,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641472311,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
641472327,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641476390,00000174,false,Rx,0,8,FF,EF,FE,AA,0A,00,00,00,
641476405,00000292,false,Rx,0,8,FF,F8,10,80,0F,FE,00,00,
641476408,00000560,false,Rx,0,3,48,10,47,00,00,00,00,00,
641480520,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641480535,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
641480538,00000176,false,Rx,0,7,00,00,02,4D,00,00,0A,00,
641484596,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
641484611,00000176,false,Rx,0,7,00,00,02,50,00,00,0B,00,
641488719,000006E2,false,Rx,0,3,00,00,7B,00,00,00,00,00,
641488736,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641492788,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641492804,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
641492808,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
641496879,00000182,false,Rx,0,8,00,00,00,00,00,10,00,CF,
641496906,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641496910,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641500985,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641501001,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
641505090,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
641505105,00000285,false,Rx,0,8,00,00,00,00,00,00,6F,F6,
641509194,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
641509212,00000180,false,Rx,0,8,14,B4,32,03,3C,00,31,10,
641509217,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641513264,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
641513280,00000176,false,Rx,0,7,00,00,02,4D,00,00,0D,00,
641513284,00000174,false,Rx,0,8,FF,EF,FE,AA,0E,00,00,00,
641517383,00000354,false,Rx,0,8,00,00,00,00,00,10,04,00,
641517403,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641521515,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641521533,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
641525630,00000176,false,Rx,0,7,00,00,02,52,00,00,0E,00,
641525643,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
641529693,00000551,false,Rx,0,8,7C,C1,00,80,FF,02,80,FF,
641529711,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641529714,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641533787,00000176,false,Rx,0,7,00,00,02,50,00,00,0F,00,
641533810,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
641533813,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641537910,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641537929,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641541917,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
641541937,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641546100,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DA,40,
641546120,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
641546124,00000160,false,Rx,0,7,33,C3,1F,00,08,FF,E8,00,
641550157,00000182,false,Rx,0,8,00,00,00,00,00,15,00,CF,
641550190,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641554259,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641554291,00000421,false,Rx,0,3,08,00,00,00,00,00,00,00,
641558384,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641558402,00000160,false,Rx,0,7,33,C3,1F,00,08,FF,E8,00,
641558406,00000182,false,Rx,0,8,00,00,00,00,00,16,00,CF,
641562469,00000002,false,Rx,0,5,0D,00,01,07,F4,00,00,00,
641562484,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
641566544,00000176,false,Rx,0,7,00,00,02,4D,00,00,03,00,
641566558,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D8,40,
641570638,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
641570652,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641570656,00000002,false,Rx,0,5,0D,00,01,07,E5,00,00,00,
641570659,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
641574715,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
641574733,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
641578772,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641578790,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641582916,00000176,false,Rx,0,7,00,00,02,52,00,00,04,00,
641582929,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
641587013,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
641587027,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
641587031,00000180,false,Rx,0,8,14,82,32,03,3C,00,39,10,
641591116,000006E2,false,Rx,0,3,00,00,78,00,00,00,00,00,
641591130,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641591133,00000002,false,Rx,0,5,0D,00,01,07,C7,00,00,00,
641595180,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
641595197,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641599277,00000176,false,Rx,0,7,00,00,02,4B,00,00,05,00,
641599291,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
641599295,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641603420,00000002,false,Rx,0,5,0D,00,01,07,38,00,00,00,
641603435,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
641607473,00000285,false,Rx,0,8,00,00,00,00,00,00,74,FB,
641607488,00000625,false,Rx,0,6,02,E0,FF,1D,20,00,00,00,
641607491,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641611598,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
641611611,00000180,false,Rx,0,8,14,82,32,13,3C,00,3A,10,
641615661,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
641615675,00000176,false,Rx,0,7,00,00,02,49,00,00,08,00,
641615678,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641619803,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
641619817,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641623866,00000002,false,Rx,0,5,0D,00,00,07,0A,00,00,00,
641623880,00000174,false,Rx,0,8,FF,EF,FE,AA,09,00,00,00,
641623883,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
641627911,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641627925,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
641632070,00000551,false,Rx,0,8,7C,C1,00,80,FF,02,80,FF,
641632083,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
641636177,00000174,false,Rx,0,8,FF,EF,FE,AA,0A,00,00,00,
641636195,00000292,false,Rx,0,8,FF,F8,0D,80,0F,FE,00,00,
641636200,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
641640455,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641640471,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641644415,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
641644430,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
641648467,00000285,false,Rx,0,8,00,00,00,00,00,00,76,FD,
641648483,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
641652535,00000182,false,Rx,0,8,00,00,00,00,00,1F,00,CF,
641652551,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641652555,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
641656639,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
641656654,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641660738,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
641660754,00000180,false,Rx,0,8,14,82,32,23,3C,00,30,10,
641664838,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641664854,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
641664857,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
641668944,00000180,false,Rx,0,8,14,9B,32,23,3C,00,3D,10,
641668963,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CE,
641673037,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641673052,00000580,false,Rx,0,5,00,7A,40,BA,70,00,00,00,
641673055,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641677108,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641677124,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641681220,00000182,false,Rx,0,8,00,00,00,00,00,12,00,CF,
641681236,00000002,false,Rx,0,5,0D,00,01,07,B0,00,00,00,
641685332,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641685348,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
641689421,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D8,40,
641689436,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
641689439,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641693512,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
641693528,00000176,false,Rx,0,7,00,00,02,4D,00,00,0F,00,
641697617,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
641697634,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641697637,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641701690,00000160,false,Rx,0,7,33,C3,24,00,08,FF,E8,00,
641701708,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
641705816,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
641705835,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
641709896,00000176,false,Rx,0,7,00,00,02,4D,00,00,00,00,
641709913,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641713996,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
641714016,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
641714019,00000354,false,Rx,0,8,00,00,00,00,00,18,04,00,
641718085,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
641718100,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641722210,00000182,false,Rx,0,8,00,00,00,00,00,16,00,CF,
641722228,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
641726253,00000176,false,Rx,0,7,00,00,02,49,00,00,03,00,
641726268,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
641726272,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
641730418,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641730433,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641734463,00000180,false,Rx,0,8,14,B4,32,03,3C,00,37,10,
641734479,00000551,false,Rx,0,8,7C,C2,00,80,FF,02,80,FF,
641734482,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
641738564,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641738579,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641742655,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641742672,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
641746761,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641746776,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
641746780,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
641750859,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641750874,00000182,false,Rx,0,8,00,00,00,00,00,19,00,CF,
641754965,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
641754980,00000354,false,Rx,0,8,00,00,00,00,00,00,04,00,
641759032,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
641759047,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641759050,00000002,false,Rx,0,5,0D,00,00,07,28,00,00,00,
641763203,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
641763221,00000176,false,Rx,0,7,00,00,02,50,00,00,07,00,
641767231,00000280,false,Rx,0,8,03,3E,C0,00,00,00,D7,40,
641767247,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
641767250,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641771404,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
641771421,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641775482,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
641775520,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
641779581,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641779600,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641779604,00000180,false,Rx,0,8,14,9B,32,23,3C,00,3B,10,
641783668,00000002,false,Rx,0,5,0D,00,01,07,1A,00,00,00,
641783687,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
641787753,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
641787770,00000180,false,Rx,0,8,14,9B,32,13,3C,00,3C,10,
641791891,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641791906,00000002,false,Rx,0,5,0D,00,00,07,1B,00,00,00,
641791910,00000180,false,Rx,0,8,14,9B,32,13,3C,00,3D,10,
641795944,00000176,false,Rx,0,7,00,00,02,50,00,00,0A,00,
641795962,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
641800062,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641800079,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641800082,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
641804148,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641804190,00000180,false,Rx,0,8,14,9B,32,03,3C,00,3E,10,
641808283,00000280,false,Rx,0,8,03,3F,C0,00,00,00,D8,40,
641808299,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
641812364,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641812385,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
641812389,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641816464,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
641816478,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641820536,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
641820553,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641820556,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
641824621,00000182,false,Rx,0,8,00,00,00,00,00,10,00,CF,
641824637,00000285,false,Rx,0,8,00,00,00,00,00,00,7F,06,
641828735,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
641828751,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
641832829,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641832847,00000002,false,Rx,0,5,0D,00,00,07,5F,00,00,00,
641832850,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641836910,00000180,false,Rx,0,8,14,82,32,03,3C,00,31,10,
641836926,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E1,
641840970,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641840985,00000002,false,Rx,0,5,0D,00,00,07,A0,00,00,00,
641840989,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641845117,00000174,false,Rx,0,8,FF,EF,FE,AA,0F,00,00,00,
641845132,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
641849263,00000284,false,Rx,0,8,00,00,00,00,00,00,80,06,
641849282,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641849287,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641853338,00000002,false,Rx,0,5,0D,00,00,07,B1,00,00,00,
641853355,00000176,false,Rx,0,7,00,00,02,49,00,00,0F,00,
641857465,00000174,false,Rx,0,8,FF,EF,FE,AA,00,00,00,00,
641857481,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641857485,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
641861451,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641861468,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
641865608,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
641865630,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
641869621,00000176,false,Rx,0,7,00,00,02,50,00,00,00,00,
641869640,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641869645,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
641873813,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
641873834,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641877844,00000160,false,Rx,0,7,33,C3,1E,00,08,FF,E8,00,
641877858,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641881961,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641881975,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
641881979,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
641886053,00000176,false,Rx,0,7,00,00,02,50,00,00,03,00,
641886067,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
641890112,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
641890131,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641890137,00000002,false,Rx,0,5,0D,00,01,07,E5,00,00,00,
641894196,00000355,false,Rx,0,7,00,00,00,00,00,00,40,00,
641894213,00000174,false,Rx,0,8,FF,EF,FE,AA,04,00,00,00,
641894217,000006E2,false,Rx,0,3,00,00,7B,00,00,00,00,00,
641898286,00000176,false,Rx,0,7,00,00,02,4D,00,00,04,00,
641898315,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641902390,00000002,false,Rx,0,5,0D,00,01,07,D6,00,00,00,
641902404,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
641906482,00000176,false,Rx,0,7,00,00,02,4D,00,00,05,00,
641906496,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DC,40,
641910582,00000160,false,Rx,0,7,33,C3,24,00,08,FF,E8,00,
641910597,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641910603,00000002,false,Rx,0,5,0D,00,01,07,C7,00,00,00,
641914656,00000177,false,Rx,0,8,FE,10,00,00,00,F8,00,00,
641914670,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
641914676,00000292,false,Rx,0,8,FF,F8,13,80,0F,FE,00,00,
641918785,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641918799,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641922855,00000176,false,Rx,0,7,00,00,02,52,00,00,06,00,
641922868,00000002,false,Rx,0,5,0D,00,01,07,38,00,00,00,
641926956,00000174,false,Rx,0,8,FF,EF,FE,AA,07,00,00,00,
641926970,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641926974,00000176,false,Rx,0,7,00,00,02,4B,00,00,07,00,
641931056,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641931069,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641931074,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
641935157,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
641935195,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641939264,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641939279,00000551,false,Rx,0,8,7C,C3,00,80,FF,02,80,FF,
641943381,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641943395,00000285,false,Rx,0,8,00,00,00,00,00,00,85,0C,
641947453,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DA,40,
641947480,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
641947489,00000182,false,Rx,0,8,00,00,00,00,00,1C,00,CF,
641951544,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641951567,00000176,false,Rx,0,7,00,00,02,4D,00,00,0A,00,
641955637,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E3,
641955653,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641959727,00000160,false,Rx,0,7,33,C3,21,00,08,FF,E8,00,
641959743,000001F9,false,Rx,0,8,28,00,14,82,00,00,51,A8,
641959748,00000002,false,Rx,0,5,0D,00,00,07,6C,00,00,00,
641963850,00000174,false,Rx,0,8,FF,EF,FE,AA,0B,00,00,00,
641963869,00000285,false,Rx,0,8,00,00,00,00,00,00,86,0D,
641967911,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DA,40,
641967929,0000035D,false,Rx,0,8,80,03,00,00,00,00,00,00,
641972035,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641972051,00000002,false,Rx,0,5,0D,00,00,07,7D,00,00,00,
641972056,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
641976113,00000174,false,Rx,0,8,FF,EF,FE,AA,0C,00,00,00,
641976127,00000560,false,Rx,0,3,48,15,39,00,00,00,00,00,
641976133,00000580,false,Rx,0,5,00,78,40,B8,70,00,00,00,
641980209,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641980223,00000002,false,Rx,0,5,0D,00,00,07,4E,00,00,00,
641984309,00000176,false,Rx,0,7,00,00,02,4D,00,00,0C,00,
641984322,00000174,false,Rx,0,8,FF,EF,FE,AA,0D,00,00,00,
641988405,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
641988419,00000180,false,Rx,0,8,14,B4,31,F3,3C,00,30,10,
641988425,000001F9,false,Rx,0,8,28,00,14,B4,00,00,51,A8,
641992487,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
641992501,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
641996615,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
641996629,00000176,false,Rx,0,7,00,00,02,4B,00,00,0D,00,
641996634,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642000682,000001F9,false,Rx,0,8,28,00,14,9B,00,00,51,A8,
642000697,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
642004811,00000285,false,Rx,0,8,00,00,00,00,00,00,88,0F,
642004824,00000280,false,Rx,0,8,03,3F,C0,00,00,00,DD,40,
642008879,00000351,false,Rx,0,8,00,00,00,00,00,00,00,06,
642008892,00000180,false,Rx,0,8,14,9B,32,03,3C,00,31,10,
642012981,00000160,false,Rx,0,7,33,C3,22,00,08,FF,E8,00,
642012998,00000176,false,Rx,0,7,00,00,02,4B,00,00,00,00,
642013004,00000245,false,Rx,0,8,FF,E0,00,18,00,00,FF,E2,
642017086,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
642017101,00000180,false,Rx,0,8,14,9B,32,23,3C,00,32,10,
642021225,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642021244,00000002,false,Rx,0,5,0D,00,00,07,82,00,00,00,
642025262,00000174,false,Rx,0,8,FF,EF,FE,AA,01,00,00,00,
642025277,00000285,false,Rx,0,8,00,00,00,00,00,00,89,10,
642025280,000005C5,false,Rx,0,8,44,01,CF,E2,00,0C,00,7F,
642029430,00000515,false,Rx,0,4,02,00,00,00,00,00,00,00,
642029446,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
642029450,00000002,false,Rx,0,5,0D,00,00,07,93,00,00,00,
642033532,00000180,false,Rx,0,8,14,9B,32,03,3C,00,33,10,
642033552,00000174,false,Rx,0,8,FF,EF,FE,AA,02,00,00,00,
642037625,00000354,false,Rx,0,8,00,00,00,00,00,18,04,00,
642037639,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
642041728,00000182,false,Rx,0,8,00,00,00,00,00,15,00,CF,
642041742,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
642041746,00000002,false,Rx,0,5,0D,00,00,07,E4,00,00,00,
642045842,00000174,false,Rx,0,8,FF,EF,FE,AA,03,00,00,00,
642045864,0000060D,false,Rx,0,8,06,06,00,00,00,00,00,00,
642049942,00000176,false,Rx,0,7,00,00,02,4B,00,00,02,00,
642049959,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642054009,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
642054024,00000216,false,Rx,0,2,42,6C,00,00,00,00,00,00,
642054027,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
642058110,00000180,false,Rx,0,8,14,B4,32,03,3C,00,36,10,
642058126,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642062233,0000054C,false,Rx,0,8,78,78,C0,00,00,80,04,08,
642062250,00000002,false,Rx,0,5,0D,00,00,07,C6,00,00,00,
642062254,00000180,false,Rx,0,8,14,9B,32,03,3C,00,37,10,
642066236,00000174,false,Rx,0,8,FF,EF,FE,AA,05,00,00,00,
642066255,00000280,false,Rx,0,8,03,3E,C0,00,00,00,DB,40,
642070464,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642070480,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
642070484,00000002,false,Rx,0,5,0D,00,01,07,C7,00,00,00,
642074472,00000176,false,Rx,0,7,00,00,02,4B,00,00,05,00,
642074495,00000174,false,Rx,0,8,FF,EF,FE,AA,06,00,00,00,
642078617,00000215,false,Rx,0,6,FF,F4,FF,00,FF,FF,00,00,
642078633,000002DE,false,Rx,0,8,02,00,80,04,C0,00,05,CD,
642082704,00000180,false,Rx,0,8,14,9B,32,33,3C,00,39,10,
642082727,00000580,false,Rx,0,5,00,78,40,BA,70,00,00,00,
642082730,00000002,false,Rx,0,5,0D,00,01,07,38,00,00,00,
642086778,00000358,false,Rx,0,8,00,88,00,00,00,00,00,00,
642086799,00000176,false,Rx,0,7,00,00,02,50,00,00,06,00,
642090875,00000160,false,Rx,0,7,33,C3,20,00,08,FF,E8,00,
642090889,00000002,false,Rx,0,5,0D,00,00,07,39,00,00,00,
642090893,00000180,false,Rx,0,8,14,9B,32,03,3C,00,3A,10,
642094962,00000174,false,Rx,0,8,FF,EF,FE,AA,08,00,00,00,
